State,Beverage Type,Beverage Gallon,Ethanol Gallon,Population(>14),Average(>14),Decile(>14),Population(>21),Average(>21),Decile(>21),Source,ABV,Ethanol by ABV,Climate Index,Value_x,Value_y
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Maximum Temperature,67.6°F,59980
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Minimum Temperature,46.3°F,59980
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Precipitation,"53.39""",59980
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Cooling Degree Days,"1,259°Df",59980
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Heating Degree Days,"4,165°Df",59980
Kentucky,Spirits,9482702.0,3897391,3732285,10442,5.0,3317996,11746,5.0,2.0,380.0,3603427.0,Palmer Z-Index,0.89,59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Average Temperature,57.0°F,59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Maximum Temperature,67.6°F,59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Minimum Temperature,46.3°F,59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Precipitation,"53.39""",59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Cooling Degree Days,"1,259°Df",59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Heating Degree Days,"4,165°Df",59980
Kentucky,Wine,6794472.0,876487,3732285,2348,9.0,3317996,2642,9.0,2.0,118.0,801748.0,Palmer Z-Index,0.89,59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Average Temperature,57.0°F,59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Maximum Temperature,67.6°F,59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Minimum Temperature,46.3°F,59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Precipitation,"53.39""",59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Cooling Degree Days,"1,259°Df",59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Heating Degree Days,"4,165°Df",59980
Kentucky,Beer,79892220.0,3595150,3732285,9633,8.0,3317996,10835,8.0,2.0,47.0,3754934.0,Palmer Z-Index,0.89,59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Average Temperature,57.0°F,59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Maximum Temperature,67.6°F,59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Minimum Temperature,46.3°F,59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Precipitation,"53.39""",59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Cooling Degree Days,"1,259°Df",59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Heating Degree Days,"4,165°Df",59980
Kentucky,All Beverages,,8369027,3732285,22423,8.0,3317996,25223,8.0,,,8160109.0,Palmer Z-Index,0.89,59980
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Average Temperature,67.5°F,61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Maximum Temperature,77.1°F,61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Minimum Temperature,57.8°F,61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Precipitation,"66.28""",61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Cooling Degree Days,"2,703°Df",61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Heating Degree Days,"1,510°Df",61690
Louisiana,Spirits,10669994.0,4385368,3790356,11570,4.0,3369083,13017,4.0,1.0,364.0,3883878.0,Palmer Z-Index,0.86,61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Average Temperature,67.5°F,61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Maximum Temperature,77.1°F,61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Minimum Temperature,57.8°F,61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Precipitation,"66.28""",61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Cooling Degree Days,"2,703°Df",61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Heating Degree Days,"1,510°Df",61690
Louisiana,Wine,9870086.0,1273241,3790356,3359,6.0,3369083,3779,6.0,1.0,118.0,1164670.0,Palmer Z-Index,0.86,61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Average Temperature,67.5°F,61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Maximum Temperature,77.1°F,61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Minimum Temperature,57.8°F,61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Precipitation,"66.28""",61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Cooling Degree Days,"2,703°Df",61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Heating Degree Days,"1,510°Df",61690
Louisiana,Beer,104811000.0,4716495,3790356,12443,3.0,3369083,13999,3.0,7.0,48.0,5030928.0,Palmer Z-Index,0.86,61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Average Temperature,67.5°F,61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Maximum Temperature,77.1°F,61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Minimum Temperature,57.8°F,61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Precipitation,"66.28""",61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Cooling Degree Days,"2,703°Df",61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Heating Degree Days,"1,510°Df",61690
Louisiana,All Beverages,,10375104,3790356,27372,4.0,3369083,30795,4.0,,,10079476.0,Palmer Z-Index,0.86,61690
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Average Temperature,44.2°F,76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Maximum Temperature,54.1°F,76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Minimum Temperature,34.3°F,76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Precipitation,"39.75""",76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Cooling Degree Days,305°Df,76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Heating Degree Days,"6,959°Df",76710
Maine,Spirits,3482544.0,1431326,1183200,12097,4.0,1072895,13341,4.0,6.0,359.0,1250233.0,Palmer Z-Index,-0.62,76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Average Temperature,44.2°F,76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Maximum Temperature,54.1°F,76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Minimum Temperature,34.3°F,76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Precipitation,"39.75""",76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Cooling Degree Days,305°Df,76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Heating Degree Days,"6,959°Df",76710
Maine,Wine,3956769.0,510423,1183200,4314,5.0,1072895,4757,5.0,7.0,117.0,462942.0,Palmer Z-Index,-0.62,76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Average Temperature,44.2°F,76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Maximum Temperature,54.1°F,76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Minimum Temperature,34.3°F,76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Precipitation,"39.75""",76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Cooling Degree Days,305°Df,76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Heating Degree Days,"6,959°Df",76710
Maine,Beer,35061000.0,1577745,1183200,13335,2.0,1072895,14705,2.0,7.0,48.0,1682928.0,Palmer Z-Index,-0.62,76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Average Temperature,44.2°F,76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Maximum Temperature,54.1°F,76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Minimum Temperature,34.3°F,76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Precipitation,"39.75""",76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Cooling Degree Days,305°Df,76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Heating Degree Days,"6,959°Df",76710
Maine,All Beverages,,3519494,1183200,29746,3.0,1072895,32804,3.0,,,3396103.0,Palmer Z-Index,-0.62,76710
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Average Temperature,56.8°F,105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Maximum Temperature,66.7°F,105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Minimum Temperature,47.0°F,105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Precipitation,"41.57""",105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Cooling Degree Days,"1,303°Df",105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Heating Degree Days,"4,159°Df",105000
Maryland,Spirits,13131711.0,5397133,5119908,10541,5.0,4569625,11811,5.0,3.0,377.0,4950655.0,Palmer Z-Index,-0.28,105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Average Temperature,56.8°F,105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Maximum Temperature,66.7°F,105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Minimum Temperature,47.0°F,105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Precipitation,"41.57""",105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Cooling Degree Days,"1,303°Df",105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Heating Degree Days,"4,159°Df",105000
Maryland,Wine,15567297.0,2008181,5119908,3922,6.0,4569625,4395,6.0,3.0,118.0,1836941.0,Palmer Z-Index,-0.28,105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Average Temperature,56.8°F,105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Maximum Temperature,66.7°F,105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Minimum Temperature,47.0°F,105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Precipitation,"41.57""",105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Cooling Degree Days,"1,303°Df",105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Heating Degree Days,"4,159°Df",105000
Maryland,Beer,86518073.0,3893313,5119908,7604,10.0,4569625,8520,10.0,1.0,48.0,4152867.0,Palmer Z-Index,-0.28,105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Average Temperature,56.8°F,105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Maximum Temperature,66.7°F,105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Minimum Temperature,47.0°F,105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Precipitation,"41.57""",105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Cooling Degree Days,"1,303°Df",105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Heating Degree Days,"4,159°Df",105000
Maryland,All Beverages,,11298628,5119908,22068,8.0,4569625,24726,8.0,,,10940463.0,Palmer Z-Index,-0.28,105000
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Average Temperature,50.8°F,93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Maximum Temperature,60.2°F,93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Minimum Temperature,41.4°F,93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Precipitation,"54.82""",93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Cooling Degree Days,667°Df,93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Heating Degree Days,"5,515°Df",93340
Massachusetts,Spirits,19440560.0,7990070,5954373,13419,3.0,5311519,15043,3.0,1.0,365.0,7095805.0,Palmer Z-Index,0.81,93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Average Temperature,50.8°F,93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Maximum Temperature,60.2°F,93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Minimum Temperature,41.4°F,93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Precipitation,"54.82""",93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Cooling Degree Days,667°Df,93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Heating Degree Days,"5,515°Df",93340
Massachusetts,Wine,27396958.0,3534208,5954373,5935,2.0,5311519,6654,2.0,1.0,118.0,3232841.0,Palmer Z-Index,0.81,93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Average Temperature,50.8°F,93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Maximum Temperature,60.2°F,93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Minimum Temperature,41.4°F,93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Precipitation,"54.82""",93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Cooling Degree Days,667°Df,93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Heating Degree Days,"5,515°Df",93340
Massachusetts,Beer,112489993.0,5062050,5954373,8501,9.0,5311519,9530,9.0,1.0,48.0,5399520.0,Palmer Z-Index,0.81,93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Average Temperature,50.8°F,93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Maximum Temperature,60.2°F,93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Minimum Temperature,41.4°F,93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Precipitation,"54.82""",93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Cooling Degree Days,667°Df,93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Heating Degree Days,"5,515°Df",93340
Massachusetts,All Beverages,,16586328,5954373,27856,4.0,5311519,31227,4.0,,,15728166.0,Palmer Z-Index,0.81,93340
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Average Temperature,47.4°F,69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Maximum Temperature,57.2°F,69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Minimum Temperature,37.6°F,69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Precipitation,"32.88""",69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Cooling Degree Days,762°Df,69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Heating Degree Days,"6,079°Df",69540
Michigan,Spirits,22324448.0,9175348,8417240,10901,4.0,7505187,12225,4.0,6.0,371.0,8282370.0,Palmer Z-Index,0.02,69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Average Temperature,47.4°F,69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Maximum Temperature,57.2°F,69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Minimum Temperature,37.6°F,69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Precipitation,"32.88""",69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Cooling Degree Days,762°Df,69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Heating Degree Days,"6,079°Df",69540
Michigan,Wine,27353501.0,3528602,8417240,4192,5.0,7505187,4702,5.0,3.0,117.0,3200360.0,Palmer Z-Index,0.02,69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Average Temperature,47.4°F,69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Maximum Temperature,57.2°F,69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Minimum Temperature,37.6°F,69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Precipitation,"32.88""",69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Cooling Degree Days,762°Df,69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Heating Degree Days,"6,079°Df",69540
Michigan,Beer,183802765.0,8271124,8417240,9826,7.0,7505187,11021,8.0,1.0,48.0,8822533.0,Palmer Z-Index,0.02,69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Average Temperature,47.4°F,69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Maximum Temperature,57.2°F,69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Minimum Temperature,37.6°F,69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Precipitation,"32.88""",69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Cooling Degree Days,762°Df,69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Heating Degree Days,"6,079°Df",69540
Michigan,All Beverages,,20975074,8417240,24919,5.0,7505187,27947,6.0,,,20305263.0,Palmer Z-Index,0.02,69540
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Average Temperature,44.3°F,86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Maximum Temperature,55.0°F,86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Minimum Temperature,33.6°F,86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Precipitation,"23.57""",86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Cooling Degree Days,651°Df,86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Heating Degree Days,"7,826°Df",86740
Minnesota,Spirits,15556838.0,6393860,4699655,13605,2.0,4173947,15318,2.0,1.0,372.0,5787144.0,Palmer Z-Index,-1.15,86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Average Temperature,44.3°F,86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Maximum Temperature,55.0°F,86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Minimum Temperature,33.6°F,86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Precipitation,"23.57""",86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Cooling Degree Days,651°Df,86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Heating Degree Days,"7,826°Df",86740
Minnesota,Wine,15313219.0,1975405,4699655,4203,5.0,4173947,4733,5.0,1.0,117.0,1791647.0,Palmer Z-Index,-1.15,86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Average Temperature,44.3°F,86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Maximum Temperature,55.0°F,86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Minimum Temperature,33.6°F,86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Precipitation,"23.57""",86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Cooling Degree Days,651°Df,86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Heating Degree Days,"7,826°Df",86740
Minnesota,Beer,118770427.0,5344669,4699655,11372,4.0,4173947,12805,4.0,1.0,48.0,5700981.0,Palmer Z-Index,-1.15,86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Average Temperature,44.3°F,86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Maximum Temperature,55.0°F,86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Minimum Temperature,33.6°F,86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Precipitation,"23.57""",86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Cooling Degree Days,651°Df,86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Heating Degree Days,"7,826°Df",86740
Minnesota,All Beverages,,13713935,4699655,29181,3.0,4173947,32856,3.0,,,13279772.0,Palmer Z-Index,-1.15,86740
